"","x"
"947","Heliomaster squamosus"
"948","Heliothryx auritus"
"949","Heliothryx barroti"
"950","Hylonympha macrocerca"
"951","Klais guimeti"
"952","Lafresnaya lafresnayi"
"953","Lampornis amethystinus"
"954","Lampornis calolaemus"
"955","Lampornis castaneoventris"
"956","Lampornis cinereicauda"
"957","Lampornis clemenciae"
"958","Lampornis hemileucus"
"959","Lampornis sybillae"
"960","Lampornis viridipallens"
"961","Lamprolaima rhami"
"962","Lesbia nuna"
"963","Lesbia victoriae"
"964","Leucippus baeri"
"965","Leucippus chlorocercus"
"966","Leucippus fallax"
"967","Leucippus taczanowskii"
"968","Leucochloris albicollis"
"969","Loddigesia mirabilis"
"970","Lophornis adorabilis"
"971","Lophornis brachylophus"
"972","Lophornis chalybeus"
"973","Lophornis delattrei"
"974","Lophornis gouldii"
"975","Lophornis helenae"
"976","Lophornis magnificus"
"977","Lophornis ornatus"
"978","Lophornis pavoninus"
"979","Lophornis stictolophus"
"980","Lophornis verreauxii"
"981","Mellisuga helenae"
"982","Mellisuga minima"
"983","Metallura aeneocauda"
"984","Metallura baroni"
"985","Metallura eupogon"
"986","Metallura iracunda"
"987","Metallura odomae"
"988","Metallura phoebe"
"989","Metallura theresiae"
"990","Metallura tyrianthina"
"991","Metallura williami"
"992","Microchera albocoronata"
"993","Microstilbon burmeisteri"
"994","Myrmia micrura"
"995","Myrtis fanny"
"996","Nesophlox evelynae"
"997","Nesophlox lyrura"
"998","Ocreatus underwoodii"
"999","Opisthoprora euryptera"
"1000","Oreonympha albolimbata"
"1001","Oreonympha nobilis"
"1002","Oreotrochilus adela"
"1003","Oreotrochilus chimborazo"
"1004","Oreotrochilus estella"
"1005","Oreotrochilus leucopleurus"
"1006","Oreotrochilus melanogaster"
"1007","Oreotrochilus stolzmanni"
"1008","Orthorhyncus cristatus"
"1009","Oxypogon cyanolaemus"
"1010","Oxypogon guerinii"
"1011","Oxypogon lindenii"
"1012","Oxypogon stuebelii"
"1013","Panterpe insignis"
"1014","Patagona gigas"
"1015","Phaethornis aethopygus"
"1016","Phaethornis anthophilus"
"1017","Phaethornis atrimentalis"
"1018","Phaethornis augusti"
"1019","Phaethornis baroni"
"1020","Phaethornis bourcieri"
"1021","Phaethornis eurynome"
"1022","Phaethornis griseogularis"
"1023","Phaethornis guy"
"1024","Phaethornis hispidus"
"1025","Phaethornis idaliae"
"1026","Phaethornis koepckeae"
"1027","Phaethornis longirostris"
"1028","Phaethornis longuemareus"
"1029","Phaethornis major"
"1030","Phaethornis malaris"
"1031","Phaethornis mexicanus"
"1032","Phaethornis nattereri"
"1033","Phaethornis philippii"
"1034","Phaethornis porcullae"
"1035","Phaethornis pretrei"
"1036","Phaethornis ruber"
"1037","Phaethornis rupurumii"
"1038","Phaethornis squalidus"
"1039","Phaethornis striigularis"
"1040","Phaethornis stuarti"
"1041","Phaethornis subochraceus"
"1042","Phaethornis superciliosus"
"1043","Phaethornis syrmatophorus"
"1044","Phaethornis yaruqui"
"1045","Phlogophilus harterti"
"1046","Phlogophilus hemileucurus"
"1047","Polyonymus caroli"
"1048","Polytmus guainumbi"
"1049","Polytmus milleri"
"1050","Polytmus theresiae"
"1051","Pterophanes cyanopterus"
"1052","Ramphodon naevius"
"1053","Ramphomicron dorsale"
"1054","Ramphomicron microrhynchum"
"1055","Rhodopis vesper"
"1056","Sappho sparganurus"
"1057","Schistes albogularis"
"1058","Schistes geoffroyi"
"1059","Selasphorus ardens"
"1060","Selasphorus calliope"
"1061","Selasphorus flammula"
"1062","Selasphorus platycercus"
"1063","Selasphorus rufus"
"1064","Selasphorus sasin"
"1065","Selasphorus scintilla"
"1066","Sephanoides fernandensis"
"1067","Sephanoides sephaniodes"
"1068","Stephanoxis lalandi"
"1069","Stephanoxis loddigesii"
"1070","Sternoclyta cyanopectus"
"1071","Taphrolesbia griseiventris"
"1072","Taphrospilus hypostictus"
"1073","Thalurania colombica"
"1074","Thalurania furcata"
"1075","Thalurania glaucopis"
"1076","Thalurania ridgwayi"
"1077","Thalurania watertonii"
"1078","Thaumastura cora"
"1079","Threnetes leucurus"
"1080","Threnetes niger"
"1081","Threnetes ruckeri"
"1082","Tilmatura dupontii"
"1083","Topaza pella"
"1084","Topaza pyra"
"1085","Trochilus polytmus"
"1086","Trochilus scitulus"
"1087","Urochroa bougueri"
"1088","Urochroa leucura"
"1089","Urosticte benjamini"
"1090","Urosticte ruficrissa"
"1091","Cariama cristata"
"1092","Chunga burmeisteri"
"1093","Cathartes aura"
"1094","Cathartes burrovianus"
"1095","Cathartes melambrotus"
"1096","Coragyps atratus"
"1097","Gymnogyps californianus"
"1098","Sarcoramphus papa"
"1099","Vultur gryphus"
"1100","Aethia cristatella"
"1101","Aethia psittacula"
"1102","Aethia pusilla"
"1103","Aethia pygmaea"
"1104","Alca torda"
"1105","Alle alle"
"1106","Brachyramphus brevirostris"
"1107","Brachyramphus marmoratus"
"1108","Brachyramphus perdix"
"1109","Cepphus carbo"
"1110","Cepphus columba"
"1111","Cepphus grylle"
"1112","Cerorhinca monocerata"
"1113","Fratercula arctica"
"1114","Fratercula cirrhata"
"1115","Fratercula corniculata"
"1116","Ptychoramphus aleuticus"
"1117","Synthliboramphus antiquus"
"1118","Synthliboramphus craveri"
"1119","Synthliboramphus hypoleucus"
"1120","Synthliboramphus scrippsi"
"1121","Synthliboramphus wumizusume"
"1122","Uria aalge"
"1123","Uria lomvia"
"1124","Burhinus bistriatus"
"1125","Burhinus capensis"
"1126","Burhinus grallarius"
"1127","Burhinus indicus"
"1128","Burhinus oedicnemus"
"1129","Burhinus senegalensis"
"1130","Burhinus superciliaris"
"1131","Burhinus vermiculatus"
"1132","Esacus magnirostris"
"1133","Esacus recurvirostris"
"1134","Anarhynchus frontalis"
"1135","Charadrius alexandrinus"
"1136","Charadrius alticola"
"1137","Charadrius aquilonius"
"1138","Charadrius asiaticus"
"1139","Charadrius bicinctus"
"1140","Charadrius bifrontatus"
"1141","Charadrius collaris"
"1142","Charadrius dealbatus"
"1143","Charadrius dubius"
"1144","Charadrius falklandicus"
"1145","Charadrius forbesi"
"1146","Charadrius hiaticula"
"1147","Charadrius javanicus"
"1148","Charadrius leschenaultii"
"1149","Charadrius marginatus"
"1150","Charadrius melodus"
"1151","Charadrius modestus"
"1152","Charadrius mongolus"
"1153","Charadrius montanus"
"1154","Charadrius nivosus"
"1155","Charadrius obscurus"
"1156","Charadrius pallidus"
"1157","Charadrius pecuarius"
"1158","Charadrius peronii"
"1159","Charadrius placidus"
"1160","Charadrius ruficapillus"
"1161","Charadrius sanctaehelenae"
"1162","Charadrius semipalmatus"
"1163","Charadrius thoracicus"
"1164","Charadrius tricollaris"
"1165","Charadrius veredus"
"1166","Charadrius vociferus"
"1167","Charadrius wilsonia"
"1168","Elseyornis melanops"
"1169","Erythrogonys cinctus"
"1170","Eudromias morinellus"
"1171","Hoploxypterus cayanus"
"1172","Oreopholus ruficollis"
"1173","Peltohyas australis"
"1174","Phegornis mitchellii"
"1175","Pluvialis apricaria"
"1176","Pluvialis dominica"
"1177","Pluvialis fulva"
"1178","Pluvialis squatarola"
"1179","Thinornis cucullatus"
"1180","Thinornis novaeseelandiae"
"1181","Vanellus albiceps"
"1182","Vanellus armatus"
"1183","Vanellus chilensis"
"1184","Vanellus cinereus"
"1185","Vanellus coronatus"
"1186","Vanellus crassirostris"
"1187","Vanellus duvaucelii"
"1188","Vanellus gregarius"
"1189","Vanellus indicus"
"1190","Vanellus leucurus"
"1191","Vanellus lugubris"
"1192","Vanellus macropterus"
"1193","Vanellus malabaricus"
"1194","Vanellus melanocephalus"
"1195","Vanellus melanopterus"
"1196","Vanellus miles"
"1197","Vanellus novaehollandiae"
"1198","Vanellus resplendens"
"1199","Vanellus senegallus"
"1200","Vanellus spinosus"
"1201","Vanellus superciliosus"
"1202","Vanellus tectus"
"1203","Vanellus tricolor"
"1204","Vanellus vanellus"
"1205","Chionis albus"
"1206","Chionis minor"
"1207","Dromas ardeola"
"1208","Cursorius coromandelicus"
"1209","Cursorius cursor"
"1210","Cursorius rufus"
"1211","Cursorius somalensis"
"1212","Cursorius temminckii"
"1213","Glareola cinerea"
"1214","Glareola lactea"
"1215","Glareola maldivarum"
"1216","Glareola nordmanni"
"1217","Glareola nuchalis"
"1218","Glareola ocularis"
"1219","Glareola pratincola"
"1220","Rhinoptilus bitorquatus"
"1221","Rhinoptilus chalcopterus"
"1222","Rhinoptilus cinctus"
"1223","Smutsornis africanus"
"1224","Stiltia isabella"
"1225","Haematopus ater"
"1226","Haematopus chathamensis"
"1227","Haematopus finschi"
"1228","Haematopus fuliginosus"
"1229","Haematopus leucopodus"
"1230","Haematopus longirostris"
"1231","Haematopus moquini"
"1232","Haematopus ostralegus"
"1233","Haematopus palliatus"
"1234","Haematopus unicolor"
"1235","Ibidorhyncha struthersii"
"1236","Actophilornis africanus"
"1237","Actophilornis albinucha"
"1238","Hydrophasianus chirurgus"
"1239","Irediparra gallinacea"
"1240","Jacana jacana"
"1241","Jacana spinosa"
"1242","Metopidius indicus"
"1243","Microparra capensis"
"1244","Anous albivittus"
"1245","Anous ceruleus"
"1246","Anous minutus"
"1247","Anous stolidus"
"1248","Anous tenuirostris"
"1249","Chlidonias albostriatus"
"1250","Chlidonias hybrida"
"1251","Chlidonias leucopterus"
"1252","Chlidonias niger"
"1253","Creagrus furcatus"
"1254","Gelochelidon macrotarsa"
"1255","Gelochelidon nilotica"
"1256","Gygis alba"
"1257","Gygis microrhyncha"
"1258","Hydrocoloeus minutus"
"1259","Hydroprogne caspia"
"1260","Larosterna inca"
"1261","Larus argentatus"
"1262","Larus armenicus"
"1263","Larus atlanticus"
"1264","Larus atricilla"
"1265","Larus audouinii"
"1266","Larus belcheri"
"1267","Larus brunnicephalus"
"1268","Larus bulleri"
"1269","Larus cachinnans"
"1270","Larus californicus"
"1271","Larus canus"
"1272","Larus cirrocephalus"
"1273","Larus crassirostris"
"1274","Larus delawarensis"
"1275","Larus dominicanus"
"1276","Larus fuliginosus"
"1277","Larus fuscus"
"1278","Larus genei"
"1279","Larus glaucescens"
"1280","Larus glaucoides"
"1281","Larus hartlaubii"
"1282","Larus heermanni"
"1283","Larus hemprichii"
"1284","Larus hyperboreus"
"1285","Larus ichthyaetus"
"1286","Larus leucophthalmus"
"1287","Larus livens"
"1288","Larus maculipennis"
"1289","Larus marinus"
"1290","Larus melanocephalus"
"1291","Larus michahellis"
"1292","Larus modestus"
"1293","Larus novaehollandiae"
"1294","Larus occidentalis"
"1295","Larus pacificus"
"1296","Larus philadelphia"
"1297","Larus pipixcan"
"1298","Larus relictus"
"1299","Larus ridibundus"
"1300","Larus schistisagus"
"1301","Larus scoresbii"
"1302","Larus serranus"
"1303","Larus smithsonianus"
"1304","Onychoprion aleuticus"
"1305","Onychoprion anaethetus"
"1306","Onychoprion fuscatus"
"1307","Onychoprion lunatus"
"1308","Pagophila eburnea"
"1309","Phaetusa simplex"
"1310","Rhodostethia rosea"
"1311","Rissa brevirostris"
"1312","Rissa tridactyla"
"1313","Rynchops albicollis"
"1314","Rynchops flavirostris"
"1315","Rynchops niger"
"1316","Saundersilarus saundersi"
"1317","Sterna acuticauda"
"1318","Sterna aurantia"
"1319","Sterna dougallii"
"1320","Sterna forsteri"
"1321","Sterna hirundinacea"
"1322","Sterna hirundo"
"1323","Sterna paradisaea"
"1324","Sterna repressa"
"1325","Sterna striata"
"1326","Sterna sumatrana"
"1327","Sterna trudeaui"
"1328","Sterna virgata"
"1329","Sterna vittata"
"1330","Sternula albifrons"
"1331","Sternula antillarum"
"1332","Sternula balaenarum"
"1333","Sternula lorata"
"1334","Sternula nereis"
"1335","Sternula saundersi"
"1336","Sternula superciliaris"
"1337","Thalasseus bengalensis"
"1338","Thalasseus bergii"
"1339","Thalasseus bernsteini"
"1340","Thalasseus elegans"
"1341","Thalasseus maximus"
"1342","Thalasseus sandvicensis"
"1343","Xema sabini"
"1344","Pedionomus torquatus"
"1345","Pluvianellus socialis"
"1346","Pluvianus aegyptius"
"1347","Cladorhynchus leucocephalus"
"1348","Himantopus himantopus"
"1349","Himantopus novaezelandiae"
"1350","Recurvirostra americana"
"1351","Recurvirostra andina"
"1352","Recurvirostra avosetta"
"1353","Recurvirostra novaehollandiae"
"1354","Nycticryphes semicollaris"
"1355","Rostratula australis"
"1356","Rostratula benghalensis"
"1357","Actitis hypoleucos"
"1358","Actitis macularius"
"1359","Arenaria interpres"
"1360","Arenaria melanocephala"
"1361","Bartramia longicauda"
"1362","Calidris acuminata"
"1363","Calidris alba"
"1364","Calidris alpina"
"1365","Calidris bairdii"
"1366","Calidris canutus"
"1367","Calidris falcinellus"
"1368","Calidris ferruginea"
"1369","Calidris fuscicollis"
"1370","Calidris himantopus"
"1371","Calidris maritima"
"1372","Calidris mauri"
"1373","Calidris melanotos"
"1374","Calidris minuta"
"1375","Calidris minutilla"
"1376","Calidris ptilocnemis"
"1377","Calidris pugnax"
"1378","Calidris pusilla"
"1379","Calidris pygmaea"
"1380","Calidris ruficollis"
"1381","Calidris subminuta"
"1382","Calidris subruficollis"
"1383","Calidris temminckii"
"1384","Calidris tenuirostris"
"1385","Calidris virgata"
"1386","Coenocorypha aucklandica"
"1387","Coenocorypha huegeli"
"1388","Coenocorypha pusilla"
"1389","Gallinago andina"
"1390","Gallinago delicata"
"1391","Gallinago gallinago"
"1392","Gallinago hardwickii"
"1393","Gallinago imperialis"
"1394","Gallinago jamesoni"
"1395","Gallinago macrodactyla"
"1396","Gallinago media"
"1397","Gallinago megala"
"1398","Gallinago nemoricola"
"1399","Gallinago nigripennis"
"1400","Gallinago nobilis"
"1401","Gallinago paraguaiae"
"1402","Gallinago solitaria"
"1403","Gallinago stenura"
"1404","Gallinago stricklandii"
"1405","Gallinago undulata"
"1406","Limnodromus griseus"
"1407","Limnodromus scolopaceus"
"1408","Limnodromus semipalmatus"
"1409","Limosa fedoa"
"1410","Limosa haemastica"
"1411","Limosa lapponica"
"1412","Limosa limosa"
"1413","Lymnocryptes minimus"
"1414","Numenius americanus"
"1415","Numenius arquata"
"1416","Numenius borealis"
"1417","Numenius madagascariensis"
"1418","Numenius minutus"
"1419","Numenius phaeopus"
"1420","Numenius tahitiensis"
"1421","Numenius tenuirostris"
"1422","Phalaropus fulicarius"
"1423","Phalaropus lobatus"
"1424","Prosobonia parvirostris"
"1425","Scolopax bukidnonensis"
"1426","Scolopax celebensis"
"1427","Scolopax minor"
"1428","Scolopax mira"
"1429","Scolopax rochussenii"
"1430","Scolopax rosenbergii"
"1431","Scolopax rusticola"
"1432","Scolopax saturata"
"1433","Steganopus tricolor"
"1434","Tringa brevipes"
"1435","Tringa erythropus"
"1436","Tringa flavipes"
"1437","Tringa glareola"
"1438","Tringa guttifer"
"1439","Tringa incana"
"1440","Tringa melanoleuca"
"1441","Tringa nebularia"
"1442","Tringa ochropus"
"1443","Tringa semipalmata"
"1444","Tringa solitaria"
"1445","Tringa stagnatilis"
"1446","Tringa totanus"
"1447","Xenus cinereus"
"1448","Catharacta antarctica"
"1449","Catharacta chilensis"
"1450","Catharacta maccormicki"
"1451","Catharacta skua"
"1452","Stercorarius longicaudus"
"1453","Stercorarius parasiticus"
"1454","Stercorarius pomarinus"
"1455","Attagis gayi"
"1456","Attagis malouinus"
"1457","Thinocorus orbignyianus"
"1458","Thinocorus rumicivorus"
"1459","Ortyxelos meiffrenii"
"1460","Turnix castanotus"
"1461","Turnix everetti"
"1462","Turnix hottentottus"
"1463","Turnix maculosus"
"1464","Turnix melanogaster"
"1465","Turnix nanus"
"1466","Turnix nigricollis"
"1467","Turnix novaecaledoniae"
"1468","Turnix ocellatus"
"1469","Turnix olivii"
"1470","Turnix pyrrhothorax"
"1471","Turnix suscitator"
"1472","Turnix sylvaticus"
"1473","Turnix tanki"
"1474","Turnix varius"
"1475","Turnix velox"
"1476","Turnix worcesteri"
"1477","Anastomus lamelligerus"
"1478","Anastomus oscitans"
"1479","Ciconia abdimii"
"1480","Ciconia boyciana"
"1481","Ciconia ciconia"
"1482","Ciconia episcopus"
"1483","Ciconia maguari"
"1484","Ciconia microscelis"
"1485","Ciconia nigra"
"1486","Ciconia stormi"
"1487","Ephippiorhynchus asiaticus"
"1488","Ephippiorhynchus senegalensis"
"1489","Jabiru mycteria"
"1490","Leptoptilos crumenifer"
"1491","Leptoptilos dubius"
"1492","Leptoptilos javanicus"
"1493","Mycteria americana"
"1494","Mycteria cinerea"
"1495","Mycteria ibis"
"1496","Mycteria leucocephala"
"1497","Colius castanotus"
"1498","Colius colius"
"1499","Colius leucocephalus"
"1500","Colius striatus"
"1501","Urocolius indicus"
"1502","Urocolius macrourus"
"1503","Alectroenas madagascariensis"
"1504","Alectroenas pulcherrimus"
"1505","Alectroenas sganzini"
"1506","Alopecoenas beccarii"
"1507","Alopecoenas canifrons"
"1508","Alopecoenas erythropterus"
"1509","Alopecoenas hoedtii"
"1510","Alopecoenas jobiensis"
"1511","Alopecoenas johannae"
"1512","Alopecoenas kubaryi"
"1513","Alopecoenas rubescens"
"1514","Alopecoenas sanctaecrucis"
"1515","Alopecoenas stairi"
"1516","Alopecoenas xanthonurus"
"1517","Aplopelia larvata"
"1518","Caloenas nicobarica"
"1519","Chalcophaps indica"
"1520","Chalcophaps longirostris"
"1521","Chalcophaps stephani"
"1522","Chrysoena luteovirens"
"1523","Chrysoena victor"
"1524","Chrysoena viridis"
"1525","Claravis pretiosa"
"1526","Columba albinucha"
"1527","Columba albitorques"
"1528","Columba argentina"
"1529","Columba arquatrix"
"1530","Columba bollii"
"1531","Columba delegorguei"
"1532","Columba elphinstonii"
"1533","Columba eversmanni"
"1534","Columba guinea"
"1535","Columba hodgsonii"
"1536","Columba iriditorques"
"1537","Columba janthina"
"1538","Columba junoniae"
"1539","Columba leucomela"
"1540","Columba leuconota"
"1541","Columba livia"
"1542","Columba malherbii"
"1543","Columba oenas"
"1544","Columba oliviae"
"1545","Columba pallidiceps"
"1546","Columba palumboides"
"1547","Columba palumbus"
"1548","Columba pollenii"
"1549","Columba pulchricollis"
"1550","Columba punicea"
"1551","Columba rupestris"
"1552","Columba sjostedti"
"1553","Columba thomensis"
"1554","Columba torringtoniae"
"1555","Columba trocaz"
"1556","Columba unicincta"
"1557","Columba vitiensis"
"1558","Columbina buckleyi"
"1559","Columbina cruziana"
"1560","Columbina cyanopis"
"1561","Columbina inca"
"1562","Columbina minuta"
"1563","Columbina passerina"
"1564","Columbina picui"
"1565","Columbina squammata"
"1566","Columbina talpacoti"
"1567","Cryptophaps poecilorrhoa"
"1568","Didunculus strigirostris"
"1569","Drepanoptila holosericea"
"1570","Ducula aenea"
"1571","Ducula aurorae"
"1572","Ducula badia"
"1573","Ducula bakeri"
"1574","Ducula basilica"
"1575","Ducula bicolor"
"1576","Ducula brenchleyi"
"1577","Ducula carola"
"1578","Ducula chalconota"
"1579","Ducula cineracea"
"1580","Ducula concinna"
"1581","Ducula cuprea"
"1582","Ducula finschii"
"1583","Ducula forsteni"
"1584","Ducula galeata"
"1585","Ducula geelvinkiana"
"1586","Ducula goliath"
"1587","Ducula lacernulata"
"1588","Ducula latrans"
"1589","Ducula luctuosa"
"1590","Ducula melanochroa"
"1591","Ducula mindorensis"
"1592","Ducula mullerii"
"1593","Ducula myristicivora"
"1594","Ducula neglecta"
"1595","Ducula obiensis"
"1596","Ducula oceanica"
"1597","Ducula oenothorax"
"1598","Ducula pacifica"
"1599","Ducula perspicillata"
"1600","Ducula pickeringii"
"1601","Ducula pinon"
"1602","Ducula pistrinaria"
"1603","Ducula poliocephala"
"1604","Ducula radiata"
"1605","Ducula rosacea"
"1606","Ducula rubricera"
"1607","Ducula rufigaster"
"1608","Ducula salvadorii"
"1609","Ducula spilorrhoa"
"1610","Ducula subflavescens"
"1611","Ducula whartoni"
"1612","Ducula zoeae"
"1613","Gallicolumba crinigera"
"1614","Gallicolumba keayi"
"1615","Gallicolumba luzonica"
"1616","Gallicolumba menagei"
"1617","Gallicolumba platenae"
"1618","Gallicolumba rufigula"
"1619","Gallicolumba tristigmata"
"1620","Geopelia cuneata"
"1621","Geopelia humeralis"
"1622","Geopelia maugeus"
"1623","Geopelia placida"
"1624","Geopelia striata"
"1625","Geophaps plumifera"
"1626","Geophaps scripta"
"1627","Geophaps smithii"
"1628","Geotrygon caniceps"
"1629","Geotrygon chrysia"
"1630","Geotrygon leucometopia"
"1631","Geotrygon montana"
"1632","Geotrygon mystacea"
"1633","Geotrygon purpurata"
"1634","Geotrygon saphirina"
"1635","Geotrygon versicolor"
"1636","Geotrygon violacea"
"1637","Goura cristata"
"1638","Goura scheepmakeri"
"1639","Goura sclaterii"
"1640","Goura victoria"
"1641","Gymnophaps albertisii"
"1642","Gymnophaps mada"
"1643","Gymnophaps solomonensis"
"1644","Gymnophaps stalkeri"
"1645","Hemiphaga chathamensis"
"1646","Hemiphaga novaeseelandiae"
"1647","Henicophaps albifrons"
"1648","Henicophaps foersteri"
"1649","Leptotila battyi"
"1650","Leptotila cassinii"
"1651","Leptotila conoveri"
"1652","Leptotila jamaicensis"
"1653","Leptotila megalura"
"1654","Leptotila ochraceiventris"
"1655","Leptotila pallida"
"1656","Leptotila plumbeiceps"
"1657","Leptotila rufaxilla"
"1658","Leptotila verreauxi"
"1659","Leptotila wellsi"
"1660","Leptotrygon veraguensis"
"1661","Leucosarcia melanoleuca"
"1662","Lopholaimus antarcticus"
"1663","Macropygia amboinensis"
"1664","Macropygia emiliana"
"1665","Macropygia macassariensis"
"1666","Macropygia mackinlayi"
"1667","Macropygia magna"
"1668","Macropygia nigrirostris"
"1669","Macropygia phasianella"
"1670","Macropygia ruficeps"
"1671","Macropygia rufipennis"
"1672","Macropygia tenuirostris"
"1673","Macropygia timorlaoensis"
"1674","Macropygia unchall"
"1675","Megaloprepia formosa"
"1676","Megaloprepia magnifica"
"1677","Metriopelia aymara"
"1678","Metriopelia ceciliae"
"1679","Metriopelia melanoptera"
"1680","Metriopelia morenoi"
"1681","Nesoenas mayeri"
"1682","Nesoenas picturatus"
"1683","Ocyphaps lophotes"
"1684","Oena capensis"
"1685","Otidiphaps aruensis"
"1686","Otidiphaps cervicalis"
"1687","Otidiphaps insularis"
"1688","Otidiphaps nobilis"
"1689","Paraclaravis geoffroyi"
"1690","Paraclaravis mondetoura"
"1691","Patagioenas albilinea"
"1692","Patagioenas albipennis"
"1693","Patagioenas araucana"
"1694","Patagioenas caribaea"
"1695","Patagioenas cayennensis"
"1696","Patagioenas corensis"
"1697","Patagioenas fasciata"
"1698","Patagioenas flavirostris"
"1699","Patagioenas goodsoni"
"1700","Patagioenas inornata"
"1701","Patagioenas leucocephala"
"1702","Patagioenas maculosa"
"1703","Patagioenas nigrirostris"
"1704","Patagioenas oenops"
"1705","Patagioenas picazuro"
"1706","Patagioenas plumbea"
"1707","Patagioenas speciosa"
"1708","Patagioenas squamosa"
"1709","Patagioenas subvinacea"
"1710","Petrophassa albipennis"
"1711","Petrophassa rufipennis"
"1712","Phapitreron amethystinus"
"1713","Phapitreron brevirostris"
"1714","Phapitreron brunneiceps"
"1715","Phapitreron cinereiceps"
"1716","Phapitreron frontalis"
"1717","Phapitreron leucotis"
"1718","Phapitreron maculipectus"
"1719","Phapitreron nigrorum"
"1720","Phaps chalcoptera"
"1721","Phaps elegans"
"1722","Phaps histrionica"
"1723","Ptilinopus alligator"
"1724","Ptilinopus arcanus"
"1725","Ptilinopus aurantiifrons"
"1726","Ptilinopus chalcurus"
"1727","Ptilinopus chrysogaster"
"1728","Ptilinopus cinctus"
"1729","Ptilinopus coralensis"
"1730","Ptilinopus coronulatus"
"1731","Ptilinopus dohertyi"
"1732","Ptilinopus dupetithouarsii"
"1733","Ptilinopus eugeniae"
"1734","Ptilinopus fasciatus"
"1735","Ptilinopus gestroi"
"1736","Ptilinopus granulifrons"
"1737","Ptilinopus greyi"
"1738","Ptilinopus hernsheimi"
"1739","Ptilinopus huttoni"
"1740","Ptilinopus hyogastrus"
"1741","Ptilinopus insolitus"
"1742","Ptilinopus insularis"
"1743","Ptilinopus iozonus"
"1744","Ptilinopus melanospilus"
"1745","Ptilinopus monacha"
"1746","Ptilinopus nainus"
"1747","Ptilinopus ornatus"
"1748","Ptilinopus pelewensis"
"1749","Ptilinopus perlatus"
"1750","Ptilinopus perousii"
"1751","Ptilinopus ponapensis"
"1752","Ptilinopus porphyraceus"
"1753","Ptilinopus porphyreus"
"1754","Ptilinopus pulchellus"
"1755","Ptilinopus purpuratus"
"1756","Ptilinopus rarotongensis"
"1757","Ptilinopus regina"
"1758","Ptilinopus richardsii"
"1759","Ptilinopus rivoli"
"1760","Ptilinopus roseicapilla"
"1761","Ptilinopus solomonensis"
"1762","Ptilinopus speciosus"
"1763","Ptilinopus superbus"
"1764","Ptilinopus tannensis"
"1765","Ptilinopus temminckii"
"1766","Ptilinopus viridis"
"1767","Ptilinopus wallacii"
"1768","Ramphiculus epius"
"1769","Ramphiculus fischeri"
"1770","Ramphiculus jambu"
"1771","Ramphiculus leclancheri"
"1772","Ramphiculus mangoliensis"
"1773","Ramphiculus marchei"
"1774","Ramphiculus meridionalis"
"1775","Ramphiculus merrilli"
"1776","Ramphiculus occipitalis"
"1777","Ramphiculus subgularis"
"1778","Reinwardtoena browni"
"1779","Reinwardtoena crassirostris"
"1780","Reinwardtoena reinwardti"
"1781","Spilopelia chinensis"
"1782","Spilopelia senegalensis"
"1783","Spilopelia suratensis"
"1784","Starnoenas cyanocephala"
"1785","Streptopelia bitorquata"
"1786","Streptopelia capicola"
"1787","Streptopelia decaocto"
"1788","Streptopelia decipiens"
"1789","Streptopelia dusumieri"
"1790","Streptopelia hypopyrrha"
"1791","Streptopelia lugens"
"1792","Streptopelia orientalis"
"1793","Streptopelia reichenowi"
"1794","Streptopelia roseogrisea"
"1795","Streptopelia semitorquata"
"1796","Streptopelia tranquebarica"
"1797","Streptopelia turtur"
"1798","Streptopelia vinacea"
"1799","Streptopelia xanthocycla"
"1800","Treron affinis"
"1801","Treron apicauda"
"1802","Treron aromaticus"
"1803","Treron australis"
"1804","Treron axillaris"
"1805","Treron bicinctus"
"1806","Treron calvus"
"1807","Treron capellei"
"1808","Treron chloropterus"
"1809","Treron curvirostra"
"1810","Treron delalandii"
"1811","Treron floris"
"1812","Treron formosae"
"1813","Treron fulvicollis"
"1814","Treron griseicauda"
"1815","Treron griveaudi"
"1816","Treron olax"
"1817","Treron oxyurus"
"1818","Treron pembaensis"
"1819","Treron permagnus"
"1820","Treron phayrei"
"1821","Treron phoenicopterus"
"1822","Treron pompadora"
"1823","Treron psittaceus"
"1824","Treron sanctithomae"
"1825","Treron seimundi"
"1826","Treron sieboldii"
"1827","Treron sphenurus"
"1828","Treron teysmannii"
"1829","Treron vernans"
"1830","Treron waalia"
"1831","Trugon terrestris"
"1832","Turacoena manadensis"
"1833","Turacoena modesta"
"1834","Turacoena sulaensis"
"1835","Turtur abyssinicus"
"1836","Turtur afer"
"1837","Turtur brehmeri"
"1838","Turtur chalcospilos"
"1839","Turtur tympanistria"
"1840","Uropelia campestris"
"1841","Zenaida asiatica"
"1842","Zenaida auriculata"
"1843","Zenaida aurita"
"1844","Zenaida galapagoensis"
"1845","Zenaida graysoni"
"1846","Zenaida macroura"
"1847","Zenaida meloda"
"1848","Zentrygon albifacies"
"1849","Zentrygon carrikeri"
"1850","Zentrygon chiriquensis"
"1851","Zentrygon costaricensis"
"1852","Zentrygon frenata"
"1853","Zentrygon goldmani"
"1854","Zentrygon lawrencii"
"1855","Zentrygon linearis"
"1856","Actenoides bougainvillei"
"1857","Actenoides capucinus"
"1858","Actenoides concretus"
"1859","Actenoides excelsus"
"1860","Actenoides hombroni"
"1861","Actenoides lindsayi"
