"","x"
"934","Foudia rubra"
"935","Foudia sechellarum"
"936","Histurgops ruficauda"
"937","Malimbus ballmanni"
"938","Malimbus cassini"
"939","Malimbus coronatus"
"940","Malimbus erythrogaster"
"941","Malimbus ibadanensis"
"942","Malimbus malimbicus"
"943","Malimbus nitens"
"944","Malimbus racheliae"
"945","Malimbus rubricollis"
"946","Malimbus scutatus"
"947","Philetairus socius"
"948","Plocepasser donaldsoni"
"949","Plocepasser mahali"
"950","Plocepasser rufoscapulatus"
"951","Plocepasser superciliosus"
"952","Ploceus albinucha"
"953","Ploceus alienus"
"954","Ploceus angolensis"
"955","Ploceus aurantius"
"956","Ploceus aureonucha"
"957","Ploceus badius"
"958","Ploceus baglafecht"
"959","Ploceus bannermani"
"960","Ploceus batesi"
"961","Ploceus benghalensis"
"962","Ploceus bertrandi"
"963","Ploceus bicolor"
"964","Ploceus bojeri"
"965","Ploceus brachypterus"
"966","Ploceus burnieri"
"967","Ploceus capensis"
"968","Ploceus castaneiceps"
"969","Ploceus castaneofuscus"
"970","Ploceus castanops"
"971","Ploceus cucullatus"
"972","Ploceus dichrocephalus"
"973","Ploceus dorsomaculatus"
"974","Ploceus flavipes"
"975","Ploceus galbula"
"976","Ploceus golandi"
"977","Ploceus grandis"
"978","Ploceus heuglini"
"979","Ploceus hypoxanthus"
"980","Ploceus insignis"
"981","Ploceus intermedius"
"982","Ploceus jacksoni"
"983","Ploceus katangae"
"984","Ploceus luteolus"
"985","Ploceus manyar"
"986","Ploceus megarhynchus"
"987","Ploceus melanocephalus"
"988","Ploceus melanogaster"
"989","Ploceus nelicourvi"
"990","Ploceus nicolli"
"991","Ploceus nigerrimus"
"992","Ploceus nigricollis"
"993","Ploceus nigrimentus"
"994","Ploceus ocularis"
"995","Ploceus olivaceiceps"
"996","Ploceus pelzelni"
"997","Ploceus philippinus"
"998","Ploceus preussi"
"999","Ploceus princeps"
"1000","Ploceus reichardi"
"1001","Ploceus rubiginosus"
"1002","Ploceus ruweti"
"1003","Ploceus sakalava"
"1004","Ploceus sanctithomae"
"1005","Ploceus spekei"
"1006","Ploceus spekeoides"
"1007","Ploceus subaureus"
"1008","Ploceus subpersonatus"
"1009","Ploceus superciliosus"
"1010","Ploceus taeniopterus"
"1011","Ploceus temporalis"
"1012","Ploceus tricolor"
"1013","Ploceus upembae"
"1014","Ploceus velatus"
"1015","Ploceus vitellinus"
"1016","Ploceus weynsi"
"1017","Ploceus xanthops"
"1018","Ploceus xanthopterus"
"1019","Pseudonigrita arnaudi"
"1020","Pseudonigrita cabanisi"
"1021","Quelea cardinalis"
"1022","Quelea erythrops"
"1023","Quelea quelea"
"1024","Sporopipes frontalis"
"1025","Sporopipes squamifrons"
"1026","Pnoepyga albiventer"
"1027","Pnoepyga formosana"
"1028","Pnoepyga immaculata"
"1029","Pnoepyga pusilla"
"1030","Microbates cinereiventris"
"1031","Microbates collaris"
"1032","Polioptila albiloris"
"1033","Polioptila caerulea"
"1034","Polioptila californica"
"1035","Polioptila dumicola"
"1036","Polioptila guianensis"
"1037","Polioptila lactea"
"1038","Polioptila lembeyei"
"1039","Polioptila maior"
"1040","Polioptila melanura"
"1041","Polioptila nigriceps"
"1042","Polioptila plumbea"
"1043","Polioptila schistaceigula"
"1044","Ramphocaenus melanurus"
"1045","Garritornis isidorei"
"1046","Pomatostomus halli"
"1047","Pomatostomus ruficeps"
"1048","Pomatostomus superciliosus"
"1049","Pomatostomus temporalis"
"1050","Promerops cafer"
"1051","Promerops gurneyi"
"1052","Prunella atrogularis"
"1053","Prunella collaris"
"1054","Prunella fulvescens"
"1055","Prunella himalayana"
"1056","Prunella immaculata"
"1057","Prunella koslowi"
"1058","Prunella modularis"
"1059","Prunella montanella"
"1060","Prunella ocularis"
"1061","Prunella rubeculoides"
"1062","Prunella rubida"
"1063","Prunella strophiata"
"1064","Androphobus viridis"
"1065","Psophodes cristatus"
"1066","Psophodes nigrogularis"
"1067","Psophodes occidentalis"
"1068","Psophodes olivaceus"
"1069","Phainopepla nitens"
"1070","Phainoptila melanoxantha"
"1071","Ptiliogonys caudatus"
"1072","Ptiliogonys cinereus"
"1073","Ailuroedus buccoides"
"1074","Ailuroedus crassirostris"
"1075","Ailuroedus melanotis"
"1076","Amblyornis flavifrons"
"1077","Amblyornis inornata"
"1078","Amblyornis macgregoriae"
"1079","Amblyornis subalaris"
"1080","Archboldia papuensis"
"1081","Chlamydera cerviniventris"
"1082","Chlamydera guttata"
"1083","Chlamydera lauterbachi"
"1084","Chlamydera maculata"
"1085","Chlamydera nuchalis"
"1086","Prionodura newtoniana"
"1087","Ptilonorhynchus violaceus"
"1088","Scenopoeetes dentirostris"
"1089","Sericulus ardens"
"1090","Sericulus aureus"
"1091","Sericulus bakeri"
"1092","Sericulus chrysocephalus"
"1093","Acritillas indica"
"1094","Alcurus striatus"
"1095","Alophoixus bres"
"1096","Alophoixus flaveolus"
"1097","Alophoixus frater"
"1098","Alophoixus griseiceps"
"1099","Alophoixus ochraceus"
"1100","Alophoixus pallidus"
"1101","Alophoixus phaeocephalus"
"1102","Alophoixus ruficrissus"
"1103","Alophoixus tephrogenys"
"1104","Andropadus importunus"
"1105","Arizelocichla chlorigula"
"1106","Arizelocichla fusciceps"
"1107","Arizelocichla masukuensis"
"1108","Arizelocichla milanjensis"
"1109","Arizelocichla montana"
"1110","Arizelocichla neumanni"
"1111","Arizelocichla nigriceps"
"1112","Arizelocichla striifacies"
"1113","Arizelocichla tephrolaema"
"1114","Atimastillas flavicollis"
"1115","Atimastillas flavigula"
"1116","Baeopogon clamans"
"1117","Baeopogon indicator"
"1118","Bleda canicapillus"
"1119","Bleda eximius"
"1120","Bleda notatus"
"1121","Bleda syndactylus"
"1122","Bleda ugandae"
"1123","Brachypodius atriceps"
"1124","Brachypodius fuscoflavescens"
"1125","Brachypodius priocephalus"
"1126","Calyptocichla serinus"
"1127","Chlorocichla falkensteini"
"1128","Chlorocichla flaviventris"
"1129","Chlorocichla laetissima"
"1130","Chlorocichla prigoginei"
"1131","Chlorocichla simplex"
"1132","Criniger barbatus"
"1133","Criniger calurus"
"1134","Criniger chloronotus"
"1135","Criniger ndussumensis"
"1136","Criniger olivaceus"
"1137","Euptilotus eutilotus"
"1138","Eurillas ansorgei"
"1139","Eurillas curvirostris"
"1140","Eurillas gracilis"
"1141","Eurillas latirostris"
"1142","Eurillas virens"
"1143","Hemixos castanonotus"
"1144","Hemixos cinereus"
"1145","Hemixos connectens"
"1146","Hemixos flavala"
"1147","Hemixos leucogrammicus"
"1148","Hypsipetes affinis"
"1149","Hypsipetes amaurotis"
"1150","Hypsipetes aureus"
"1151","Hypsipetes borbonicus"
"1152","Hypsipetes catarmanensis"
"1153","Hypsipetes chloris"
"1154","Hypsipetes crassirostris"
"1155","Hypsipetes everetti"
"1156","Hypsipetes ganeesa"
"1157","Hypsipetes harterti"
"1158","Hypsipetes haynaldi"
"1159","Hypsipetes leucocephalus"
"1160","Hypsipetes longirostris"
"1161","Hypsipetes lucasi"
"1162","Hypsipetes madagascariensis"
"1163","Hypsipetes moheliensis"
"1164","Hypsipetes mysticalis"
"1165","Hypsipetes olivaceus"
"1166","Hypsipetes parvirostris"
"1167","Hypsipetes philippinus"
"1168","Hypsipetes platenae"
"1169","Hypsipetes rufigularis"
"1170","Hypsipetes siquijorensis"
"1171","Hypsipetes thompsoni"
"1172","Iole charlottae"
"1173","Iole finschii"
"1174","Iole palawanensis"
"1175","Iole propinqua"
"1176","Iole viridescens"
"1177","Ixidia cyaniventris"
"1178","Ixidia erythropthalmos"
"1179","Ixidia squamata"
"1180","Ixonotus guttatus"
"1181","Ixos malaccensis"
"1182","Ixos mcclellandii"
"1183","Ixos nicobariensis"
"1184","Ixos sumatranus"
"1185","Ixos virescens"
"1186","Microtarsus melanoleucos"
"1187","Neolestes torquatus"
"1188","Nok hualon"
"1189","Phyllastrephus albigula"
"1190","Phyllastrephus albigularis"
"1191","Phyllastrephus baumanni"
"1192","Phyllastrephus cabanisi"
"1193","Phyllastrephus cerviniventris"
"1194","Phyllastrephus debilis"
"1195","Phyllastrephus fischeri"
"1196","Phyllastrephus flavostriatus"
"1197","Phyllastrephus fulviventris"
"1198","Phyllastrephus hypochloris"
"1199","Phyllastrephus icterinus"
"1200","Phyllastrephus lorenzi"
"1201","Phyllastrephus poensis"
"1202","Phyllastrephus poliocephalus"
"1203","Phyllastrephus strepitans"
"1204","Phyllastrephus terrestris"
"1205","Phyllastrephus viridiceps"
"1206","Phyllastrephus xavieri"
"1207","Poliolophus urostictus"
"1208","Pycnonotus aurigaster"
"1209","Pycnonotus barbatus"
"1210","Pycnonotus bimaculatus"
"1211","Pycnonotus blanfordi"
"1212","Pycnonotus brunneus"
"1213","Pycnonotus cafer"
"1214","Pycnonotus capensis"
"1215","Pycnonotus cinereifrons"
"1216","Pycnonotus davisoni"
"1217","Pycnonotus finlaysoni"
"1218","Pycnonotus flavescens"
"1219","Pycnonotus goiavier"
"1220","Pycnonotus jocosus"
"1221","Pycnonotus leucogenys"
"1222","Pycnonotus leucops"
"1223","Pycnonotus leucotis"
"1224","Pycnonotus luteolus"
"1225","Pycnonotus nieuwenhuisii"
"1226","Pycnonotus nigricans"
"1227","Pycnonotus penicillatus"
"1228","Pycnonotus plumosus"
"1229","Pycnonotus pseudosimplex"
"1230","Pycnonotus simplex"
"1231","Pycnonotus sinensis"
"1232","Pycnonotus snouckaerti"
"1233","Pycnonotus taivanus"
"1234","Pycnonotus tympanistrigus"
"1235","Pycnonotus xantholaemus"
"1236","Pycnonotus xanthopygos"
"1237","Pycnonotus xanthorrhous"
"1238","Pycnonotus zeylanicus"
"1239","Pyrrhurus scandens"
"1240","Rubigula dispar"
"1241","Rubigula flaviventris"
"1242","Rubigula gularis"
"1243","Rubigula melanictera"
"1244","Rubigula montis"
"1245","Setornis criniger"
"1246","Spizixos canifrons"
"1247","Spizixos semitorques"
"1248","Stelgidillas gracilirostris"
"1249","Thescelocichla leucopleura"
"1250","Tricholestes criniger"
"1251","Regulus calendula"
"1252","Regulus goodfellowi"
"1253","Regulus ignicapilla"
"1254","Regulus madeirensis"
"1255","Regulus regulus"
"1256","Regulus satrapa"
"1257","Anthoscopus caroli"
"1258","Anthoscopus flavifrons"
"1259","Anthoscopus minutus"
"1260","Anthoscopus musculus"
"1261","Anthoscopus parvulus"
"1262","Anthoscopus punctifrons"
"1263","Anthoscopus sylviella"
"1264","Auriparus flaviceps"
"1265","Remiz consobrinus"
"1266","Remiz coronatus"
"1267","Remiz pendulinus"
"1268","Rhagologus leucostigma"
"1269","Acropternis orthonyx"
"1270","Eleoscytalopus indigoticus"
"1271","Eleoscytalopus psychopompus"
"1272","Eugralla paradoxa"
"1273","Liosceles thoracicus"
"1274","Merulaxis ater"
"1275","Merulaxis stresemanni"
"1276","Myornis senilis"
"1277","Psilorhamphus guttatus"
"1278","Pteroptochos castaneus"
"1279","Pteroptochos megapodius"
"1280","Pteroptochos tarnii"
"1281","Rhinocrypta lanceolata"
"1282","Scelorchilus albicollis"
"1283","Scelorchilus rubecula"
"1284","Scytalopus acutirostris"
"1285","Scytalopus affinis"
"1286","Scytalopus altirostris"
"1287","Scytalopus alvarezlopezi"
"1288","Scytalopus argentifrons"
"1289","Scytalopus atratus"
"1290","Scytalopus bolivianus"
"1291","Scytalopus canus"
"1292","Scytalopus caracae"
"1293","Scytalopus chocoensis"
"1294","Scytalopus diamantinensis"
"1295","Scytalopus femoralis"
"1296","Scytalopus frankeae"
"1297","Scytalopus fuscus"
"1298","Scytalopus gettyae"
"1299","Scytalopus gonzagai"
"1300","Scytalopus griseicollis"
"1301","Scytalopus iraiensis"
"1302","Scytalopus krabbei"
"1303","Scytalopus latebricola"
"1304","Scytalopus latrans"
"1305","Scytalopus macropus"
"1306","Scytalopus magellanicus"
"1307","Scytalopus meridanus"
"1308","Scytalopus micropterus"
"1309","Scytalopus novacapitalis"
"1310","Scytalopus opacus"
"1311","Scytalopus pachecoi"
"1312","Scytalopus panamensis"
"1313","Scytalopus parkeri"
"1314","Scytalopus parvirostris"
"1315","Scytalopus perijanus"
"1316","Scytalopus petrophilus"
"1317","Scytalopus robbinsi"
"1318","Scytalopus rodriguezi"
"1319","Scytalopus sanctaemartae"
"1320","Scytalopus schulenbergi"
"1321","Scytalopus simonsi"
"1322","Scytalopus speluncae"
"1323","Scytalopus spillmanni"
"1324","Scytalopus stilesi"
"1325","Scytalopus superciliaris"
"1326","Scytalopus unicolor"
"1327","Scytalopus urubambae"
"1328","Scytalopus vicinior"
"1329","Scytalopus whitneyi"
"1330","Scytalopus zimmeri"
"1331","Teledromas fuscus"
"1332","Rhipidura albicollis"
"1333","Rhipidura albiscapa"
"1334","Rhipidura albiventris"
"1335","Rhipidura albogularis"
"1336","Rhipidura albolimbata"
"1337","Rhipidura assimilis"
"1338","Rhipidura atra"
"1339","Rhipidura aureola"
"1340","Rhipidura bouruensis"
"1341","Rhipidura brachyrhyncha"
"1342","Rhipidura cinerea"
"1343","Rhipidura cockerelli"
"1344","Rhipidura coultasi"
"1345","Rhipidura cyaniceps"
"1346","Rhipidura dahli"
"1347","Rhipidura dedemi"
"1348","Rhipidura diluta"
"1349","Rhipidura drownei"
"1350","Rhipidura dryas"
"1351","Rhipidura euryura"
"1352","Rhipidura fuliginosa"
"1353","Rhipidura fuscorufa"
"1354","Rhipidura habibiei"
"1355","Rhipidura hoedti"
"1356","Rhipidura hyperythra"
"1357","Rhipidura isura"
"1358","Rhipidura javanica"
"1359","Rhipidura kordensis"
"1360","Rhipidura kubaryi"
"1361","Rhipidura layardi"
"1362","Rhipidura lepida"
"1363","Rhipidura leucophrys"
"1364","Rhipidura leucothorax"
"1365","Rhipidura maculipectus"
"1366","Rhipidura malaitae"
"1367","Rhipidura matthiae"
"1368","Rhipidura melanolaema"
"1369","Rhipidura nebulosa"
"1370","Rhipidura nigritorquis"
"1371","Rhipidura nigrocinnamomea"
"1372","Rhipidura obiensis"
"1373","Rhipidura ocularis"
"1374","Rhipidura opistherythra"
"1375","Rhipidura perlata"
"1376","Rhipidura personata"
"1377","Rhipidura phasiana"
"1378","Rhipidura phoenicura"
"1379","Rhipidura rennelliana"
"1380","Rhipidura rufidorsa"
"1381","Rhipidura rufifrons"
"1382","Rhipidura rufilateralis"
"1383","Rhipidura rufiventris"
"1384","Rhipidura samarensis"
"1385","Rhipidura sauli"
"1386","Rhipidura semirubra"
"1387","Rhipidura spilodera"
"1388","Rhipidura superciliaris"
"1389","Rhipidura superflua"
"1390","Rhipidura tenebrosa"
"1391","Rhipidura tenkatei"
"1392","Rhipidura teysmanni"
"1393","Rhipidura threnothorax"
"1394","Rhipidura verreauxi"
"1395","Rhodinocichla rosea"
"1396","Sapayoa aenigma"
"1397","Abroscopus albogularis"
"1398","Abroscopus schisticeps"
"1399","Abroscopus superciliaris"
"1400","Cettia brunnifrons"
"1401","Cettia castaneocoronata"
"1402","Cettia cetti"
"1403","Cettia major"
"1404","Erythrocercus holochlorus"
"1405","Erythrocercus livingstonei"
"1406","Erythrocercus mccallii"
"1407","Hemitesia neumanni"
"1408","Hemitesia pallidipes"
"1409","Horornis acanthizoides"
"1410","Horornis annae"
"1411","Horornis brunnescens"
"1412","Horornis canturians"
"1413","Horornis carolinae"
"1414","Horornis diphone"
"1415","Horornis flavolivaceus"
"1416","Horornis fortipes"
"1417","Horornis haddeni"
"1418","Horornis parens"
"1419","Horornis ruficapilla"
"1420","Horornis seebohmi"
"1421","Hylia prasina"
"1422","Pholidornis rushiae"
"1423","Phyllergates cucullatus"
"1424","Phyllergates heterolaemus"
"1425","Scotocerca inquieta"
"1426","Tesia cyaniventer"
"1427","Tesia everetti"
"1428","Tesia olivea"
"1429","Tesia superciliaris"
"1430","Tickellia hodgsoni"
"1431","Urosphena squameiceps"
"1432","Urosphena subulata"
"1433","Urosphena whiteheadi"
"1434","Salpornis salvadori"
"1435","Salpornis spilonota"
"1436","Sitta arctica"
"1437","Sitta azurea"
"1438","Sitta canadensis"
"1439","Sitta carolinensis"
"1440","Sitta cashmirensis"
"1441","Sitta castanea"
"1442","Sitta cinnamoventris"
"1443","Sitta europaea"
"1444","Sitta formosa"
"1445","Sitta frontalis"
"1446","Sitta himalayensis"
"1447","Sitta insularis"
"1448","Sitta krueperi"
"1449","Sitta ledanti"
"1450","Sitta leucopsis"
"1451","Sitta magna"
"1452","Sitta nagaensis"
"1453","Sitta neglecta"
"1454","Sitta neumayer"
"1455","Sitta oenochlamys"
"1456","Sitta przewalskii"
"1457","Sitta pusilla"
"1458","Sitta pygmaea"
"1459","Sitta solangiae"
"1460","Sitta tephronota"
"1461","Sitta victoriae"
"1462","Sitta villosa"
"1463","Sitta whiteheadi"
"1464","Sitta yunnanensis"
"1465","Tichodroma muraria"
"1466","Spindalis dominicensis"
"1467","Spindalis nigricephala"
"1468","Spindalis portoricensis"
"1469","Spindalis zena"
"1470","Chelidorhynx hypoxanthus"
"1471","Culicicapa ceylonensis"
"1472","Culicicapa helianthea"
"1473","Elminia albicauda"
"1474","Elminia albiventris"
"1475","Elminia albonotata"
"1476","Elminia longicauda"
"1477","Elminia nigromitrata"
"1478","Stenostira scita"
"1479","Acridotheres albocinctus"
"1480","Acridotheres burmannicus"
"1481","Acridotheres cinereus"
"1482","Acridotheres cristatellus"
"1483","Acridotheres fuscus"
"1484","Acridotheres ginginianus"
"1485","Acridotheres grandis"
"1486","Acridotheres javanicus"
"1487","Acridotheres leucocephalus"
"1488","Acridotheres melanopterus"
"1489","Acridotheres tertius"
"1490","Acridotheres tricolor"
"1491","Acridotheres tristis"
"1492","Agropsar philippensis"
"1493","Agropsar sturninus"
"1494","Ampeliceps coronatus"
"1495","Aplonis atrifusca"
"1496","Aplonis brunneicapillus"
"1497","Aplonis cantoroides"
"1498","Aplonis cinerascens"
"1499","Aplonis circumscripta"
"1500","Aplonis crassa"
"1501","Aplonis dichroa"
"1502","Aplonis feadensis"
"1503","Aplonis grandis"
"1504","Aplonis insularis"
"1505","Aplonis magna"
"1506","Aplonis metallica"
"1507","Aplonis minor"
"1508","Aplonis mysolensis"
"1509","Aplonis mystacea"
"1510","Aplonis opaca"
"1511","Aplonis panayensis"
"1512","Aplonis pelzelni"
"1513","Aplonis santovestris"
"1514","Aplonis striata"
"1515","Aplonis tabuensis"
"1516","Aplonis zelandica"
"1517","Basilornis celebensis"
"1518","Basilornis corythaix"
"1519","Basilornis galeatus"
"1520","Cinnyricinclus leucogaster"
"1521","Creatophora cinerea"
"1522","Enodes erythrophris"
"1523","Goodfellowia miranda"
"1524","Gracula indica"
"1525","Gracula ptilogenys"
"1526","Gracula religiosa"
"1527","Gracula robusta"
"1528","Gracula venerata"
"1529","Gracupica contra"
"1530","Gracupica jalla"
"1531","Gracupica nigricollis"
"1532","Grafisia torquata"
"1533","Hartlaubius auratus"
"1534","Hylopsar cupreocauda"
"1535","Hylopsar purpureiceps"
"1536","Lamprotornis acuticaudus"
"1537","Lamprotornis albicapillus"
"1538","Lamprotornis australis"
"1539","Lamprotornis benguelensis"
"1540","Lamprotornis bicolor"
"1541","Lamprotornis caudatus"
"1542","Lamprotornis chalcurus"
"1543","Lamprotornis chalybaeus"
"1544","Lamprotornis chloropterus"
"1545","Lamprotornis fischeri"
"1546","Lamprotornis hildebrandti"
"1547","Lamprotornis iris"
"1548","Lamprotornis mevesii"
"1549","Lamprotornis nitens"
"1550","Lamprotornis ornatus"
"1551","Lamprotornis pulcher"
"1552","Lamprotornis purpureus"
"1553","Lamprotornis purpuroptera"
"1554","Lamprotornis regius"
"1555","Lamprotornis shelleyi"
"1556","Lamprotornis splendidus"
"1557","Lamprotornis superbus"
"1558","Lamprotornis unicolor"
"1559","Lamprotornis violacior"
"1560","Leucopsar rothschildi"
"1561","Mino anais"
"1562","Mino dumontii"
"1563","Mino kreffti"
"1564","Neocichla gutturalis"
"1565","Notopholia corusca"
"1566","Onychognathus albirostris"
"1567","Onychognathus blythii"
"1568","Onychognathus frater"
"1569","Onychognathus fulgidus"
"1570","Onychognathus morio"
"1571","Onychognathus nabouroup"
"1572","Onychognathus neumanni"
"1573","Onychognathus salvadorii"
"1574","Onychognathus tenuirostris"
"1575","Onychognathus tristramii"
"1576","Onychognathus walleri"
"1577","Pastor roseus"
"1578","Pholia sharpii"
"1579","Poeoptera femoralis"
"1580","Poeoptera kenricki"
"1581","Poeoptera lugubris"
"1582","Poeoptera stuhlmanni"
"1583","Rhabdornis grandis"
"1584","Rhabdornis inornatus"
"1585","Rhabdornis mystacalis"
"1586","Rhabdornis rabori"
"1587","Sarcops calvus"
"1588","Saroglossa spilopterus"
"1589","Scissirostrum dubium"
"1590","Speculipastor bicolor"
"1591","Spodiopsar cineraceus"
"1592","Spodiopsar sericeus"
"1593","Streptocitta albertinae"
"1594","Streptocitta albicollis"
"1595","Streptocitta torquata"
"1596","Sturnia erythropygia"
"1597","Sturnia malabarica"
"1598","Sturnia pagodarum"
"1599","Sturnia sinensis"
"1600","Sturnornis albofrontatus"
"1601","Sturnus unicolor"
"1602","Sturnus vulgaris"
"1603","Chamaea fasciata"
"1604","Chleuasicus atrosuperciliaris"
"1605","Cholornis paradoxus"
"1606","Cholornis unicolor"
"1607","Chrysomma altirostre"
"1608","Chrysomma sinense"
"1609","Conostoma aemodium"
"1610","Fulvetta cinereiceps"
"1611","Fulvetta danisi"
"1612","Fulvetta formosana"
"1613","Fulvetta ludlowi"
"1614","Fulvetta manipurensis"
"1615","Fulvetta ruficapilla"
"1616","Fulvetta striaticollis"
"1617","Fulvetta vinipectus"
"1618","Lioparus chrysotis"
"1619","Moupinia poecilotis"
"1620","Myzornis pyrrhoura"
"1621","Neosuthora davidiana"
"1622","Paradoxornis flavirostris"
"1623","Paradoxornis guttaticollis"
"1624","Paradoxornis heudei"
"1625","Parophasma galinieri"
"1626","Psittiparus bakeri"
"1627","Psittiparus gularis"
"1628","Psittiparus margaritae"
"1629","Psittiparus ruficeps"
"1630","Rhopophilus albosuperciliaris"
"1631","Rhopophilus pekinensis"
"1632","Sinosuthora alphonsiana"
"1633","Sinosuthora brunnea"
"1634","Sinosuthora conspicillata"
"1635","Sinosuthora przewalskii"
"1636","Sinosuthora ricketti"
"1637","Sinosuthora webbiana"
"1638","Sinosuthora zappeyi"
"1639","Suthora fulvifrons"
"1640","Suthora nipalensis"
"1641","Suthora verreauxi"
"1642","Sylvia abyssinica"
"1643","Sylvia atricapilla"
"1644","Sylvia atriceps"
"1645","Sylvia balearica"
"1646","Sylvia boehmi"
"1647","Sylvia borin"
"1648","Sylvia buryi"
"1649","Sylvia cantillans"
"1650","Sylvia communis"
"1651","Sylvia conspicillata"
"1652","Sylvia crassirostris"
"1653","Sylvia curruca"
"1654","Sylvia deserti"
"1655","Sylvia deserticola"
"1656","Sylvia dohrni"
"1657","Sylvia hortensis"
"1658","Sylvia layardi"
"1659","Sylvia leucomelaena"
"1660","Sylvia lugens"
"1661","Sylvia melanocephala"
"1662","Sylvia melanothorax"
"1663","Sylvia mystacea"
"1664","Sylvia nana"
"1665","Sylvia nigricapillus"
"1666","Sylvia nisoria"
"1667","Sylvia ruppeli"
"1668","Sylvia sarda"
"1669","Sylvia subalpina"
"1670","Sylvia subcoerulea"
"1671","Sylvia undata"
"1672","Teretistris fernandinae"
"1673","Teretistris fornsi"
"1674","Akletos goeldii"
"1675","Akletos melanoceps"
"1676","Ammonastes pelzelni"
"1677","Ampelornis griseiceps"
"1678","Aprositornis disjuncta"
"1679","Batara cinerea"
"1680","Biatas nigropectus"
"1681","Cercomacra brasiliana"
"1682","Cercomacra carbonaria"
"1683","Cercomacra cinerascens"
"1684","Cercomacra ferdinandi"
"1685","Cercomacra manu"
"1686","Cercomacra melanaria"
"1687","Cercomacra nigricans"
"1688","Cercomacroides fuscicauda"
"1689","Cercomacroides laeta"
"1690","Cercomacroides nigrescens"
"1691","Cercomacroides parkeri"
"1692","Cercomacroides serva"
"1693","Cercomacroides tyrannina"
"1694","Clytoctantes alixii"
"1695","Clytoctantes atrogularis"
"1696","Cymbilaimus lineatus"
"1697","Cymbilaimus sanctaemariae"
"1698","Dichrozona cincta"
"1699","Drymophila caudata"
"1700","Drymophila devillei"
"1701","Drymophila ferruginea"
"1702","Drymophila genei"
"1703","Drymophila hellmayri"
"1704","Drymophila klagesi"
"1705","Drymophila malura"
"1706","Drymophila ochropyga"
"1707","Drymophila rubricollis"
"1708","Drymophila squamata"
"1709","Drymophila striaticeps"
"1710","Dysithamnus leucostictus"
"1711","Dysithamnus mentalis"
"1712","Dysithamnus occidentalis"
"1713","Dysithamnus plumbeus"
"1714","Dysithamnus puncticeps"
"1715","Dysithamnus stictothorax"
"1716","Dysithamnus striaticeps"
"1717","Dysithamnus xanthopterus"
"1718","Epinecrophylla amazonica"
"1719","Epinecrophylla erythrura"
"1720","Epinecrophylla fulviventris"
"1721","Epinecrophylla gutturalis"
"1722","Epinecrophylla haematonota"
"1723","Epinecrophylla hoffmannsi"
"1724","Epinecrophylla leucophthalma"
"1725","Epinecrophylla ornata"
"1726","Epinecrophylla spodionota"
"1727","Euchrepomis callinota"
"1728","Euchrepomis humeralis"
"1729","Euchrepomis sharpei"
"1730","Euchrepomis spodioptila"
"1731","Formicivora acutirostris"
"1732","Formicivora erythronotos"
"1733","Formicivora grantsaui"
"1734","Formicivora grisea"
"1735","Formicivora iheringi"
"1736","Formicivora intermedia"
"1737","Formicivora melanogaster"
"1738","Formicivora paludicola"
"1739","Formicivora rufa"
"1740","Formicivora serrana"
"1741","Frederickena unduliger"
"1742","Frederickena viridis"
"1743","Gymnocichla nudiceps"
"1744","Gymnopithys bicolor"
"1745","Gymnopithys leucaspis"
"1746","Gymnopithys rufigula"
"1747","Hafferia fortis"
"1748","Hafferia immaculata"
"1749","Hafferia zeledoni"
"1750","Herpsilochmus atricapillus"
"1751","Herpsilochmus axillaris"
"1752","Herpsilochmus dorsimaculatus"
"1753","Herpsilochmus dugandi"
"1754","Herpsilochmus gentryi"
"1755","Herpsilochmus longirostris"
"1756","Herpsilochmus motacilloides"
"1757","Herpsilochmus parkeri"
"1758","Herpsilochmus pectoralis"
"1759","Herpsilochmus pileatus"
"1760","Herpsilochmus praedictus"
"1761","Herpsilochmus roraimae"
"1762","Herpsilochmus rufimarginatus"
"1763","Herpsilochmus scapularis"
"1764","Herpsilochmus sellowi"
"1765","Herpsilochmus stictocephalus"
"1766","Herpsilochmus sticturus"
"1767","Herpsilochmus stotzi"
"1768","Hylophylax naevioides"
"1769","Hylophylax naevius"
"1770","Hylophylax punctulatus"
"1771","Hypocnemis cantator"
"1772","Hypocnemis flavescens"
"1773","Hypocnemis hypoxantha"
"1774","Hypocnemis ochrogyna"
"1775","Hypocnemis peruviana"
"1776","Hypocnemis rondoni"
"1777","Hypocnemis striata"
"1778","Hypocnemis subflava"
"1779","Hypocnemoides maculicauda"
"1780","Hypocnemoides melanopogon"
"1781","Hypoedaleus guttatus"
"1782","Isleria guttata"
"1783","Isleria hauxwelli"
"1784","Mackenziaena leachii"
"1785","Mackenziaena severa"
"1786","Megastictus margaritatus"
"1787","Microrhopias quixensis"
"1788","Myrmeciza longipes"
"1789","Myrmelastes brunneiceps"
"1790","Myrmelastes caurensis"
"1791","Myrmelastes humaythae"
"1792","Myrmelastes hyperythrus"
"1793","Myrmelastes leucostigma"
"1794","Myrmelastes rufifacies"
"1795","Myrmelastes saturatus"
"1796","Myrmelastes schistaceus"
"1797","Myrmoborus leucophrys"
"1798","Myrmoborus lophotes"
"1799","Myrmoborus lugubris"
"1800","Myrmoborus melanurus"
"1801","Myrmoborus myotherinus"
"1802","Myrmochanes hemileucus"
"1803","Myrmoderus eowilsoni"
"1804","Myrmoderus ferrugineus"
